"gene name","entrez"
"1700023E05Rik","69113793",
"Akr1b8","68300944",
"Schip1","79360330",
"Tyr","79904202",
"Fam45a","686212",
"Cyp3a25","71656070",
"Anxa6","69526671",
"Pabpc4l","70566316",
"Mmp3","68300809",
"D030022P06Rik","70787636",
"Uchl5","413774",
"Pla1a","67979025",
"Amot","69838569",
"Gpr1","68744743",
"Kcnn4","119686",
"Cobra1","69095969",
"1110020A21Rik","71919104",
"Pmvk","68522491",
"Eps15l1","2194",
"Cab39","587417",
"Ubl4b","73818790",
"Supt4h1","69117044",
"Tmsb4x","512993",
"Tuft1","68446003",
"Tmem135","532699",
"1810014F10Rik","69549177",
"1700026N04Rik","71919529",
"Tubgcp4","71210190",
"Sftpd","323165",
"Zfp874","75934931",
"Zfp648","70295566",
"Kdm4d","70305018",
"Sectm1a","68076971",
"B020031H02Rik","74578383",
"Pnck","828",
"Necap1","69169421",
"Mela","69752167",
"Kri1","68445658",
"Odz2","751",
"Vrk2","68341268",
"Narfl","68667485",
"Fam178b","69353645",
"Hspa1a","69816607",
"Ccdc125","71281779",
"Zfp54","71609044",
"Ostc","1650",
"1700001G17Rik","74581301",
"Spata4","69114587",
"LOC433695","74562582",
"Apoa1","75826649",
"Il1f6","71919134",
"Itfg1","2140",
"1600002D24Rik","74581277",
"Ramp1","1913",
"4930422G04Rik","68445967",
"Cit","69169983",
"Satb1","2546",
"LOC434415","71022304",
"Lrrc8c","71723924",
"Olfr1299","73635568",
"Sf3b5","69059832",
"Vsig10","70719028",
"1700018B24Rik","70526062",
"Msl1","71656894",
"Stx19","68441502",
"Eda2r","69671887",
"March6","69838566",
"Abra","70231875",
"Tmem82","68499141",
"Kif15","1507",
"Pus7","74990484",
"Ywhag","1126",
"Rarg","119688",
"Mcts1","70723589",
"Spaca4","75851023",
"1700029G01Rik","69114109",
"Crlf1","69608064",
"Clmn","74431667",
"Slc17a6","71724696",
"Fam115c","68193062",
"Rab37","70300983",
"Cmpk2","68844803",
"Rcan1","364",
"1700001K23Rik","74581247",
"Shroom1","71210478",
"Irx6","71393454",
"Rab21","69013678",
"Slc6a17","72001997",
"Dmap1","68745426",
"Prol1","72737",
"Pitpnm2","69783226",
"0610012G03Rik","70429100",
"Txndc11","68637933",
"Hus1","69174112",
"Syt1","1015",
"Gm13420","75693178",
"Myh10","69781971",
"1700111E14Rik","74359311",
"Casr","69257683",
"Pkig","2484",
"Tbp","68203435",
"Pitrm1","71610814",
"6030470M02Rik","71380520",
"D17Wsu92e","71213216",
"Scrn3","71735824",
"Pde1c","1805",
"Tor1aip1","512990",
"Hcfc1","68798633",
"Tra2a","69549647",
"Fsd1l","69608094",
"Slc22a4","78534492",
"Itpk1","75694351",
"Pin1","69783196",
"Snx12","68269270",
"1700018B08Rik","71919499",
"Tbl1x","69980190",
"Slc8a1","79394336",
"1810065E05Rik","68637790",
"Mageh1","18",
"Nav1","74822940",
"Olfr1366","74720775",
"Tgm4","69980328",
"Fgf9","81654115",
"Atp1b1","68546368",
"Fam57a","69202496",
"Cox6a1","69080022",
"Atp13a5","69531073",
"C630030K01Rik*","73808379",
"Sprr1a","1535",
"Man1b1","69671815",
"Nup88","68744695",
"Gnat1","2266",
"Gpr82","77464858",
"Vezf1","75931470",
"Snx32","71211572",
"Ctsb","71608217",
"AI606473","1469",
"Ttbk2","73927613",
"4930451C15Rik","70303905",
"Fam55d","74822581",
"Tmem176a","68341358",
"Tfdp1","70919161",
"Plxna1","69289721",
"Mm.347488","71161072",
"Pvrl2","119697",
"Stx2","68797504",
"Dtnbp1","68666481",
"Alkbh1","71495747",
"Arhgef15","74431616",
"Cdk2ap1","633273",
"Mm.294938","71161459",
"Itga2","69735562",
"Ccl8","69540463",
"Slc26a8","2598",
"Gm850","70298352",
"Adamts3","73834559",
"Iqch","76003376",
"Smpd1","75694482",
"Slc22a16","73424226",
"Rab27a","68076980",
"Atp6v0e","68196930",
"LOC433113","71281892",
"Rgs19","1531",
"Grk1","71587770",
"Prps2","69080734",
"Hsf3","72182986",
"LOC434660","71022397",
"Fam184a","72283450",
"Slc33a1","68745137",
"Spsb1","71380507",
"Rhox4e","69015296",
"Tmem176b","74990508",
"Cry1","73712882",
"Hnrnpa1","71232800",
"9330154K18Rik","69446643",
"9530020I12Rik","70228185",
"LOC432586","70611060",
"Vmn1r70","74277463",
"Rnf115","67787357",
"Zfp799","71281515",
"Akap10","68667383",
"Abhd12b","75043599",
"Sh3bgrl","70439141",
"Kit","69735837",
"Prkg2","69816703",
"Metapl1","68744062",
"Olfm2","70228328",
"Cul5","69170192",
"Tcf4","77454591",
"Sepn1","68861766",
"Cdk2ap2","68498974",
"Nlrp12","71668983",
"Becn1","70919687",
"Cldn11","74581223",
"Baiap3","70795349",
"Tfdp2","74509589",
"Napg","74822941",
"Hccs","77799007",
"Gzf1","69290867",
"Hsd17b11","69080051",
"Unc50","587429",
"Wtip","80342191",
"Ttll12","68667982",
"Ube2d1","576437",
"Rcor3","68341758",
"Ccdc150","74580020",
"Strm","69816942",
"Slc45a2","70300288",
"Trpm6","69863283",
"Slc24a5","71489789",
"Rest","80342048",
"Ccdc60","70305526",
"2810040C05Rik","75991174",
"Sec61a1","512530",
"Usp38","68798001",
"Lpar1","75749420",
"Car15","69080485",
"Rilpl2","67978511",
"Gcnt3","71617022",
"Sox12","81657669",
"A930001N09Rik","70813041",
"Rprd1b","70523835",
"F530110H13Rik*","73767374",
"Aarsd1","633286",
"Pfkp","68196975",
"Gm10517","73949566",
"Dock5","71147864",
"Zfp72","70785738",
"Tmem165","70191979",
"Kmo","68666768",
"Lin52","69444279",
"Ercc1","576431",
"Tmem61","71808861",
"Mcoln3","75934924",
"Arf5","69526791",
"C2cd4a","74736093",
"Mtor","68845741",
"Fam20c","71789051",
"Itga7","69735580",
"Tsga14","68151448",
"4833439L19Rik","378550",
"Tecpr1","68161468",
"Lrrn3","69736286",
"Ube2e1","71763628",
"B230118H07Rik","71763735",
"Tmc2","74056142",
"Rrp15","68795457",
"Chn2","80474700",
"Txn1","73573289",
"Smarcad1","71152593",
"P2ry1","69863246",
"Klf15","393192",
"Abp1","80341197",
"ORF19","1797",
"Scgb3a2","73424208",
"Fgl2","68631996",
"1700001K19Rik","72081777",
"Gm1562","70611096",
"LOC432605","70611102",
"Hspa14","632494",
"Rnf145","69407540",
"Ankrd26","70231242",
"Piwil2","70300810",
"Slitrk1","69874138",
"Qpct","583848",
"Aldh7a1","68193021",
"Gpr156","68844415",
"Fpr-rs4","70723447",
"Tfb1m","68744558",
"Olfr1320","74720699",
"Pphln1","69080527",
"Rhox10","71764506",
"Bms1","68918922",
"Fance","67767451",
"Fbxo5","68797804",
"Serpina10","68638065",
"LOC433231","70723038",
"Vil1","1441",
"Fgf23","81655572",
"Wnt3","2732",
"Atpaf2","386241",
"Zbtb7a","71161477",
"Acer3","68161478",
"Slc35f5","68632082",
"Trim60","70301061",
"Hmgb3","564752",
"Nsmce2","71209976",
"Glipr1","69549185",
"Mctp1","75985954",
"Btk","68667928",
"Taok1","68341645",
"Rfk","68745540",
"Oxt","78711574",
"Hscb","69549171",
"Fgd5","73497553",
"Gprin1","69838318",
"Unk","69013684",
"Ndufb9","68631911",
"Vps8","68162202",
"Odz4","755",
"2510049J12Rik","72283372",
"Bag2","75694921",
"Golph3","70794037",
"Rars","68341788",
"LOC546051","71211452",
"Man1a","75492196",
"Greb1l","70596002",
"Adam11","69837407",
"Hps6","67815958",
"Ankib1","69288620",
"Tbx18","70593393",
"Cwc15","633672",
"Wdr45l","68269265",
"Iffo1","71281746",
"Cmbl","1652",
"Pnpla1","70722904",
"F630113I08Rik*","73748938",
"Pyroxd1","71612418",
"Phox2a","73818803",
"H13","71211614",
"Armc2","70565933",
"4930430F08Rik","71493204",
"F630111L10Rik","69672210",
"Rhebl1","583845",
"Gpha2","69734548",
"Pcdhga5","70784886",
"Apbb2","70813239",
"Syne1","73573211",
"Obfc2b","67815540",
"9230104L09Rik","70228059",
"Psmf1","532650",
"Pgf","104605",
"Dlx3","351",
"Hist1h2be","69735042",
"1500026H17Rik","75934926",
"Baz1b","69288680",
"Gnal","69734482",
"4930470H14Rik","71891749",
"Tmem18","68499207",
"Fam102b","69527944",
"Htra3","69735180",
"Lgals8","68546293",
"Fam46b","68162238",
"Dock4","71161423",
"Sap130","68844253",
"Aatk","71213880",
"Mageb16","68667174",
"Gata2","487",
"4833413E03Rik","74076156",
"Tjap1","77800915",
"Golga7","68321904",
"Cst7","75988365",
"Kif1b","74003383",
"Adck2","70717988",
"Dpy19l4","70299893",
"Ehd4","71724556",
"Fgl1","68410512",
"Gm799","73818855",
"Slc6a20a","71210956",
"4933406M09Rik","71808815",
"Rlbp1","638716",
"5730403I07Rik","74426036",
"Rnd3","71724557",
"Sf1","68668024",
"Dnajc6","68844642",
"LOC669998","73949746",
"Neil1","68861692",
"Hnmt","68744845",
"TC1410973","70793923",
"Atp1a1","100055069",
"Xcr1","69352718",
"Tom1l1","513244",
"Parp14","76081008",
"A830080D01Rik","72283557",
"Rtn1","68193013",
"Arnt","79544892",
"1700034I23Rik","77799035",
"Ndp","71234544",
"Tlx1","76097725",
"Cxcl3","70276915",
"Npc1l1","77924414",
"Zc3h6","70528011",
"Sympk","68924467",
"Zfp324","68798807",
"4933434C23Rik","71892191",
"Olfr1428","74720817",
"Relt","69981139",
"Arl8b","68193050",
"Zfp157","70474947",
"Vmn1r185","70785297",
"Lin28b","70595925",
"Obox6","81657689",
"Tro","69837423",
"4930534B04Rik","75986070",
"Rusc1","68844080",
"Zfp280c","77454658",
"LOC432978","70611443",
"Fancd2","70276807",
"Ighg","71764571",
"Hsd17b2","68301395",
"Usp51","71213761",
"BC002118","77792905",
"Zfp628","74822608",
"Pawr","71211395",
"Gm8098","73906343",
"Tslp","75931601",
"Nat2","68546578",
"Kdr","2348",
"2610018G03Rik","69079982",
"Exosc7","68667539",
"Pvalb","869",
"Tmem88","70542887",
"Glo1","67792200",
"4933427D06Rik","70218804",
"Nxt1","68445155",
"Snord123","74427061",
"1810043H04Rik","71211290",
"Tmem194","68162216",
"Rprm","68545545",
"Tnfsf4","69981181",
"B230215H11Rik*","73906355",
"Mme","69549162",
"Atp11a","73808231",
"Ndufab1","69174341",
"Hk2","69013672",
"Brd1","75233702",
"Cdkn2a","74430996",
"Lipg","72182994",
"Abcc8","70919388",
"Stat1","2636",
"Stom","69080003",
"Cct6a","77792633",
"BC032203","80340106",
"Sirt6","68798501",
"Sprr2k","70785122",
"Ankrd45","69113877",
"2610316D01Rik","70725543",
"Sssca1","76098397",
"B230325K18Rik","69527830",
"Fbxw14","70724720",
"Chst5","69548927",
"2410001C21Rik","69443481",
"Fsd2","70228245",
"Zc3h14","76003368",
"Bcar3","68161460",
"Gtse1","70545949",
"Mm.120298","71147966",
"Cenpn","68798091",
"Lepr","70303707",
"Notum","71213782",
"Slc28a3","75694440",
"3010026O09Rik","75695641",
"AI987944","73513398",
"Ntsr1","71325306",
"Kcnj5","69860424",
"Syt12","1292",
"Ppp1r1c","76081019",
"Ndufb3","70473927",
"LOC432476","70608553",
"Mllt11","90",
"Hcn4","69257749",
"Ascl1","71656828",
"Apol10a","70227974",
"Ide","68845759",
"Trmt12","75831760",
"6430500J09Rik*","73927631",
"Psma5","68269568",
"A630007B06Rik","72283551",
"Sucnr1","69288351",
"Dek","69014860",
"Sez6","68911028",
"LOC433188","71919451",
"Klhdc7a","69527806",
"Thoc5","69549665",
"Sord","69549661",
"Dcc","69626642",
"Spink2","70302252",
"Sema6b","72001866",
"3010065I17Rik*","74359580",
"Bcl2l11","68342141",
"LOC215538","70565951",
"Klrb1c","69117110",
"D130032N22Rik*","73834349",
"Serp2","70303821",
"Clic5","71764595",
"Ptp4a2","71280538",
"Gprasp1","67765726",
"Mm.371905","71210031",
"D18Ertd653e","70238633",
"Hoxb4","76081918",
"Hpcal4","69735078",
"Ano5","71281671",
"Zfp773","74821604",
"Mm.270304","71735821",
"mCG148246","71212632",
"2410002F23Rik","76098387",
"Otud1","74822944",
"Gm732","72472461",
"Pou3f4","81655550",
"Gpr153","79360308",
"Mblac1","68920662",
"Dis3","73512564",
"Spg20","68193030",
"Clip1","71158997",
"Galnt12","68844277",
"Rnaseh2a","68546119",
"Fam5b","69444921",
"Ankra2","75985901",
"Plekha7","69448644",
"Olfr665","73653482",
"Ifne","71281349",
"Alx3","77464960",
"Fhod1","69672456",
"Fam5c","385760",
"Hoxa5","86366",
"Kti12","68410464",
"Man2b1","75774640",
"Gmppa","71763774",
"Slco1a1","69838239",
"Cmtm8","68744552",
"BC026590","69529017",
"B930041F14Rik","69528010",
"Epha8","69672090",
"Wdr45","75198190",
"LOC545403","75043635",
"Sim2","71325462",
"Psmc3ip","68445638",
"Mb","75750351",
"Hoxb13","2300",
"Ptgr1","68269592",
"Pvalb","100055042",
"Tomm34","532647",
"BC023829","69528993",
"Mcpt2","70784636",
"Pdp2","70299983",
"Gm5149","72472462",
"Ms4a5","69116387",
"Ttc28","74359592",
"5033430I15Rik","74265291",
"LOC433727","72076418",
"Slc16a14","2578",
"Eif3g","293259",
"Gm1527","74562510",
"Heyl","69289093",
"Pds5b","71283592",
"Nudc","68302329",
"Lphn1","71211689",
"Top1","70191943",
"Nfyc","1901",
"G530016P13Rik*","73767323",
"Arhgef12","69133761",
"Evx1","70303558",
"Nlrx1","68667210",
"Iyd","76135501",
"Dolpp1","69173268",
"2310044G17Rik","67815944",
"Pias3","67764911",
"Fanca","69672282",
"Ocrl","69134334",
"Gm1141","74562540",
"Akr1b10","678697",
"Srrm4","77620790",
"Slc36a1","69873929",
"Uaca","69549660",
"Hs2st1","556981",
"Sel1l2","72472442",
"Stk40","69012668",
"Pde6d","69059804",
"4930451E10Rik","74579993",
"Nppb","69174475",
"9930024G20Rik*","73808498",
"BC053994","70231755",
"Midn","70473921",
"Usp19","69169331",
"Dcaf5","70194994",
"Ptp4a3","71735828",
"Atr","74562212",
"Arg1","68301276",
"Vmn1r171","74056204",
"Dopey2","71211501",
"Dkk3","75496742",
"2010109K11Rik","70303767",
"Gm5820","75043629",
"Col4a5","70720249",
"Elf2","1350",
"Gm1088","70299977",
"Camk2d","68668030",
"Isg20l2","69540242",
"A630001G21Rik","68744050",
"4921528I01Rik","71808784",
"Tmem42","69352776",
"Mdm1","70303713",
"B020018I07Rik*","74000510",
"D130037M23Rik","70238603",
"Ccdc38","74513923",
"Ahsa1","68161466",
"Pstk","72182972",
"Nup85","69782856",
"Ptchd1","69447810",
"Zfp281","68269069",
"Ttc39a","75828175",
"Creb3l4","69549151",
"Nkap","69549265",
"Cpb1","74749237",
"Il18","68499255",
"Vmn1r45","69442216",
"Tm4sf1","69981043",
"9630028B13Rik","69447798",
"Vgf","70299935",
"9130404D08Rik","71158472",
"Ctla4","69838431",
"1810031K17Rik","74990522",
"Slc2a12","70302135",
"Gsto1","71232779",
"BC006779","68743925",
"Lifr","68631966",
"Psat1","76081936",
"Alkbh6","71608334",
"Snrpa1","512761",
"Gm9796","75043611",
"Asxl2","74580691",
"1700029J07Rik","74634897",
"0610009B22Rik","71763939",
"4933430N04Rik","71892209",
"Prkab1","68076974",
"LOC195357","71764131",
"9330190M22Rik*","73906209",
"Sirpa","70919065",
"Vmn1r14","70785273",
"Sim1","70593346",
"Zc3h12a","71656092",
"Enoph1","545107",
"Lpxn","69261407",
"H2afz","69734875",
"Gm9725","70303833",
"Sepx1","69873546",
"Tmem25","69981085",
"Cd53","68445203",
"Dhfr","633296",
"Fkbp8","71487112",
"Phc2","68844492",
"Stx16","70302288",
"Sys1","69117062",
"Spaca1","68797515",
"Aldoc","275696",
"Dysfip1","74581092",
"Gpr174","69257373",
"F830205C13Rik*","73731436",
"6130401L20Rik","71892310",
"Nusap1","68191378",
"Rnaseh1","671240",
"Zfp607","73497792",
"Csl","69116484",
"Micall1","74076240",
"Gm4746","74822597",
"Mynn","69134673",
"Bfsp2","71495968",
"I0C0021L08Rik*","73716722",
"Tnfrsf25","77932801",
"Zfp106","70195102",
"Zfp141","70787561",
"Loxhd1","73514737",
"Mbp","79632288",
"Tmed9","513478",
"Tmem203","67815941",
"Ctr9","71668371",
"Slc1a6","69873845",
"Calb2","75496400",
"Tnfrsf25","104602",
"Rab8a","71325390",
"4930538K18Rik","71763700",
"Ispd","69442383",
"Gm667","71668560",
"Ssbp1","77910779",
"Anxa1","68191372",
"Sult1b1","68499410",
"Dera","68342234",
"Depdc5","72182973",
"Mkl2","69289363",
"B3gat3","71283674",
"Il13","69735359",
"Hddc3","70598379",
"Onecut1","71213292",
"Bat2","69013308",
"Cdk14","69783041",
"5730559C18Rik","72283486",
"1810013L24Rik","73949686",
"Anubl1","69114980",
"B020004J07Rik","70786731",
"Vegfa","70565413",
"Heatr5b","69080484",
"Mst1r","71020845",
"Elac1","641545",
"4933411G11Rik","72006002",
"Emg1","631713",
"Mafg","73811597",
"Gpr97","69257672",
"Tstd1","70566005",
"D130047A11Rik*","73834337",
"Tpp2","68797995",
"D230040P08Rik*","74427118",
"Klhl2","73584837",
"Ppfia2","71496504",
"Tcfl5","71381121",
"Aqp8","77454616",
"Fam163a","70305245",
"Rps4y2","68798531",
"9130024F11Rik","70305444",
"Dhcr24","671229",
"Bcl6b","69288704",
"E130309D02Rik","69671762",
"Capn2","77798987",
"2310010M20Rik","71991744",
"Dnase1l2","69626991",
"4930432K09Rik","72283426",
"Pik3r1","68546560",
"Dbc1","70918946",
"Crebbp","69816518",
"5430401F13Rik","70218902",
"Chpt1","68666565",
"Cebpa","79749559",
"Foxn3","68522362",
"Farsa","71723930",
"Actr10","74990519",
"Nat14","69012932",
"Tacstd2","69980148",
"Kcnk7","73496923",
"Lbh","69015422",
"Rptor","74562284",
"Arl10","69526868",
"Actr8","67764913",
"Ppm1k","69514452",
"LOC433198","70723002",
"Rab36","69817829",
"Aplf","631707",
"LOC434300","70793851",
"2310002J15Rik","70723656",
"1200007C13Rik","70200902",
"Seh1l","68443513",
"Srpx2","68443387",
"Lrrc61","68444958",
"Nat3","70784708",
"Gtdc1","69837428",
"Ankrd57","69288512",
"Zfp275","69169493",
"Nfkbid","69527746",
"Sez6l","69873600",
"Whsc2","68162237",
"Pvalb","100055064",
"Calm3","186",
"Ptma","69816721",
"Ercc8","67792198",
"Cml2","68191168",
"Timm10","69980370",
"Mtmr12","69013654",
"Dnahc6","70228585",
"6530439I21","70305120",
"Rdh9","76081906",
"Slc6a4","2624",
"Six2","71325468",
"Stap1","69838622",
"Tbx22","73606561",
"Pla2g2e","68545465",
"Ybx2","73423708",
"Aldh18a1","68080702",
"March5","70920081",
"Gabrb1","81671340",
"3010033K07Rik","71378676",
"Grm8","69859866",
"Paox","75863296",
"Hes3","77924458",
"AF085738","70230813",
"Eno4","67792195",
"Scd3","69873427",
"Tm9sf3","413788",
"Stac2","74357598",
"F2rl3","69256640",
"Gm10635","74076072",
"Shisa5","81599650",
"Snx17","68910969",
"Slc2a2","69015679",
"Gtf2f1","68203445",
"Arhgef9","70231011",
"Cnp","1176",
"Zfp609","69407182",
"Rpl7l1","70919675",
"Itgad","70596143",
"1700003E16Rik","70303749",
"BC049265","74431077",
"Bbs10","69353215",
"Ulk2","70194570",
"Lif","69736124",
"LOC329248","70595865",
"Mrc2","71020779",
"Stxbp4","69261410",
"Pgm5","71920494",
"Nab1","686198",
"Ank","68797954",
"Cpb2","75931617",
"Gemin7","70545925",
"Ugt8a","71608198",
"Tnpo2","513243",
"Unc13a","70785218",
"Pdc","68341549",
"Dcaf7","71213647",
"Mcm7","77464988",
"Polr3c","68637688",
"S100a13","71735833",
"Ccr4","69237023",
"Oas1d","68667697",
"Rpa1","68193041",
"Smyd2","69080050",
"Nipal4","70717377",
"Ddx41","564637",
"Dyrk2","72081810",
"Hsd3b5","68301317",
"Stt3a","69059865",
"Vps25","69261415",
"Iglon5","71380538",
"Gm132","70295643",
"Lrrk1","69169648",
"2610109H07Rik","70542899",
"Mgat5","70300330",
"Ttc18","70302854",
"Krt20","69015260",
"1700012B15Rik","71919379",
"A930012M21Rik","74300699",
"Ubxn2a","393255",
"Cryba1","69608076",
"Npbwr1","70565993",
"2310003C23Rik","68845209",
"Pik3r1","74359574",
"Tacc2","68191396",
"Ccdc53","68522344",
"Zfp62","71763667",
"Txlna","73573283",
"Stk32a","69835583",
"Nudt14","75749421",
"Nkain2","73513326",
"Sertad1","71610896",
"Gm561","70295876",
"LOC432942","74736195",
"Nhedc1","72283474",
"Gusb","69134262",
"Ghsr","69257319",
"Ahcy","68341495",
"Tdrd7","68441568",
"A930009E05Rik","69514416",
"Rab15","69080008",
"Fam65c","72283342",
"Fkbpl","69012861",
"Taf3","69290567",
"Kif23","68924691",
"Mm.145671","71148184",
"Olfr985","74277400",
"Btbd7","69549612",
"Hnrnpd","68301939",
"Kcnh8","69258029",
"Acta2","71213256",
"Olfr1277","74720681",
"LOC433394","70723211",
"Dscaml1","71211740",
"2210016F16Rik","70795497",
"Dyrk1a","79904316",
"B3galt1","69527896",
"A530006G24Rik","71809265",
"Il12a","69735341",
"Gsta3","68301419",
"Zfp597","70303672",
"Notch1","70593326",
"1700027J07Rik","75934510",
"D030074E01Rik","70218878",
"Prss30","513230",
"Zmynd11","67792192",
"Pcgf1","68744701",
"mCG145979","71212386",
"Pvalb","75457591",
"LOC433948","70787143",
"Pfdn4","69783029",
"D19Ertd386e","70238639",
"Itpr1","69201606",
"C030048B08Rik","176782",
"5830403M04Rik","69443535",
"Mm.208428","71152384",
"4930588J15Rik","74265189",
"Fcgrt","79544790",
"Slc39a14","1847",
"Ttll13","70201504",
"Man2a2","70523825",
"Kif5b","2354",
"LOC434302","70793857",
"Aimp1","73573163",
"Gm10103","70596233",
"Ctdsp1","73584759",
"4930599N23Rik","70218450",
"Slc25a30","69095952",
"F9","69672252",
"Pcif1","70528647",
"Sprn","71281794",
"1700061J05Rik","72081689",
"Mapk1ip1","71493002",
"Oas1b","68301861",
"Fam83c","74638863",
"Gm1566","74578278",
"Hook1","68745108",
"Mfng","68301096",
"Lonrf3","75694266",
"Rbm28","69549658",
"F630008L08Rik*","73748821",
"Gria2","70919471",
"Ttpal","68844594",
"Ift140","73748650",
"Prss3","71210822",
"Oxtr","78153167",
"Sfpi1","68203476",
"Usp50","69116811",
"Osbp","69095962",
"Prr15","71496510",
"Slco1b2","78534550",
"LOC381739","70596101",
"Bcl7b","1602",
"Mrps7","69105164",
"Catsper3","75931612",
"Eef1a2","79544840",
"Vmn2r7","73606464",
"Trmt61a","69013116",
"Atrx","69527018",
"Lmna","68321964",
"Tmem68","81599670",
"Eif4g1","70920063",
"Cntn5","74578317",
"Gip","71991684",
"Zfp558-ps","74581307",
"Zfyve19","68637772",
"Psd","69352896",
"Tet2","70542956",
"Cxcl1","75233725",
"Prr14","413775",
"Proc","68301383",
"9930038K12Rik","73834523",
"Dguok","69626861",
"Xkr6","70542954",
"Lat","2368",
"Eef1g","68441520",
"Tmem85","68798813",
"Taar4","73497217",
"Rin1","68203449",
"2900010M23Rik","68523348",
"2510009E07Rik","69202723",
"Hoxc11","81790682",
"Map2k6","69751992",
"2610029G23Rik","69117032",
"Chchd3","176776",
"Zc3h7a","68196950",
"Tmem87a","68444952",
"Dnajc4","69262343",
"Cd200r1","68667748",
"LOC245498","70595738",
"LOC210619","71281898",
"Skp2","70919549",
"Ccdc124","69174040",
"Rhbdd2","68301682",
"Eif4e2","69012855",
"Arhgap31","71280766",
"Rassf6","70565165",
"Abca13","78534542",
"Zfp488","70300061",
"Cyfip2","74357791",
"Ptprm","865",
"Gm1715","77924420",
"Capzb","74357646",
"Acot9","641546",
"3830431G21Rik","70610378",
"Atp2a1","532675",
"Ormdl1","75826638",
"Tax1bp1","68300890",
"Fbxl7","73834367",
"Wfdc15a","71378655",
"Slc25a41","72182965",
"Tbx21","71488852",
"Mpp7","71789843",
"4930407I10Rik","70218115",
"Nutf2","631715",
"Clgn","70919740",
"Aanat","71495179",
"Ugt1a6a","70194564",
"Bmp3","69529358",
"Limd2","69352750",
"Lrrn4cl","70200890",
"Mettl4","71809325",
"Prdm5","69289757",
"Butr1","76003336",
"Trim75","73617660",
"Neurod4","77455008",
"AY074887","73423759",
"Ccdc39","69608941",
"Psmc6","69817420",
"Pde6b","69133641",
"Lims1","73514731",
"1810012P15Rik","73497732",
"Rad9b","68795450",
"Srpk1","513000",
"Kcnj9","69201558",
"Sst","1002",
"Osr2","72182996",
"Cstf1","70918820",
"Lrp3","71022633",
"LOC434456","71022355",
"Tmem57","69352890",
"Usp8","70194672",
