"gene name","entrez"
"Mbtps1","69015164",
"Samd8","69873391",
"Pdrg1","69549267",
"Fbxw26","77620858",
"Rftn2","71147771",
"Zfp384","74510152",
"Nek5","68745564",
"Hexim2","69443112",
"C330016O10Rik","69838603",
"Smarca2","1973",
"Elf4","77464840",
"Tm9sf2","513255",
"LOC434199","70787573",
"Acsm4","68797512",
"Olfr1184","73635550",
"Ankrd34a","74743507",
"Snca","990",
"Sykb","71280625",
"Cpne7","69608010",
"Gm1399","70300103",
"4930447K03Rik","70725507",
"1700023L04Rik","71492862",
"Lad1","77910759",
"TC1445412","70795521",
"Nr3c1","729",
"Rimklb","69837406",
"Nr4a1","1793",
"Afp","69524431",
"Cela1","68302362",
"LOC433962","70787170",
"Ptgir","69863249",
"Tsga10ip","71489785",
"Nptx1","71234666",
"Dnajb11","686194",
"Kdm5b","69289243",
"4932441B19Rik","70566229",
"Clec18a","74562498",
"Cxxc5","69080510",
"Gfer","77800907",
"Egfr","81599632",
"Cd200r3","71021130",
"2410015M20Rik","68844217",
"Nek8","73818811",
"LOC545666","70608466",
"Lonrf1","70595720",
"Tsga8","74276888",
"Mm.360537","71209994",
"Pcdha2","70784745",
"LOC433347","70723155",
"Psg28","74277432",
"Gkn2","71991732",
"Acvrl1","77454605",
"Ccr6","69237035",
"G830022E06Rik*","73716758",
"Gngt2","75860991",
"Il17d","75990861",
"Rhoh","71210871",
"Pcdhb14","79354790",
"Pla2g2a","68924521",
"Il1f10","76081007",
"Trim39","68631875",
"Dclre1a","70946401",
"Bean","70305490",
"Cdc16","69173980",
"Dkk3","75457696",
"Fam50a","69608414",
"Aasdh","69447960",
"Akr7a5","68498307",
"1700023D19Rik","74427102",
"4930564D02Rik","74265177",
"Mpzl1","71020778",
"Taf1b","69816960",
"A630095E13Rik","74359634",
"Zscan4c","71832925",
"Cbfb","74003389",
"Mrpl17","70546191",
"Elk3","81654105",
"Ugt1a1","70302890",
"Nos2","69028647",
"Abpb","70724517",
"Ifna4","70724840",
"Pold4","71764195",
"Zfp828","70431271",
"Trem2","71664133",
"Tie1","69262303",
"Vdr","1929",
"Pag1","71280964",
"LOC381788","71393328",
"Serpine2","70429429",
"Arih2","69526856",
"Prkcb","69104118",
"Zbtb1","74990493",
"LOC545780","68667461",
"Prr5","68151343",
"LOC329302","70595871",
"Kpna6","70919477",
"Gabpb2","69672713",
"Gnb5","1457",
"Eps8l1","1708",
"Crisp2","69114268",
"Olfr1230","74720645",
"0610009I12Rik*","74357773",
"Ly6h","70546093",
"Fam118a","71656068",
"Sh3kbp1","71832806",
"Ccdc108","71495891",
"Gpr68","69257624",
"Ash2l","513225",
"Cldn7","71280709",
"Aanat","80514039",
"Lef1","630",
"LOC434406","70725591",
"Sbp","69114759",
"Kras","67979046",
"3110049J23Rik","70203664",
"4930553J12Rik","74579416",
"D030016E14Rik","73513666",
"Ccdc134","69202472",
"Cpa1","68667497",
"Sae1","70194534",
"E330009J07Rik","69671792",
"Rag2","69817916",
"Kcnq1ot1","80342136",
"Ctsr","75931622",
"Oxct2b","72182984",
"Tax1bp3","69980160",
"Vwa5a","633677",
"Bet1l","641534",
"Fam63b","70231164",
"Syne1","71210400",
"Dcbld1","67814206",
"1190005F20Rik","69133647",
"Inca1","69526414",
"Slc6a9","1421",
"2900097C17Rik","71764607",
"Zfyve27","75774663",
"A230046K03Rik","69447924",
"Mkrn1","67978685",
"Tm7sf4","74579957",
"Snx15","583543",
"Ydjc","71209910",
"Plac8l1","71919285",
"LOC432644","74510230",
"Bid","68076884",
"Atf7ip2","70305407",
"F830018J01Rik*","73748644",
"Sycp3","73423714",
"Tph2","79762462",
"Rnf31","68861810",
"Mmp10","70946570",
"Plekho1","69407248",
"Kcnh6","74431751",
"1810037I17Rik","67978735",
"Hbb-bh1","68798891",
"Sntb2","69885594",
"Mm.217348","71152473",
"Mageb18","70231194",
"Pdxk","787",
"Tacr2","77464860",
"Dlg4","72182975",
"Nsun4","68445036",
"Pxn","70918970",
"Psmg2","67765704",
"LOC433252","70725531",
"Cd9","69540635",
"Med25","545109",
"LOC228862","74635779",
"Clk1","69549000",
"Ttc38","70719011",
"Tmem215","71495155",
"1700028I16Rik","74357869",
"Mkl2","70545943",
"4921523A10Rik","70303893",
"Zscan18","70566106",
"Celf3","69837860",
"Cd40","68442889",
"Ddx50","69626760",
"1600029I14Rik","71919212",
"Lamc2","70724947",
"Adhfe1","69170300",
"6430526N21Rik","71210370",
"Kif21b","69735777",
"Gal3st1","68193027",
"March10","73906467",
"Gnb1l","77800921",
"Zfp281","81599626",
"Gm5897","77621678",
"Szt2","1447",
"Exoc4","68196943",
"Tmco4","68341280",
"Fbxo31","69261394",
"Rbmxrt","76081868",
"Zdhhc9","69838080",
"LOC435768","70784534",
"Cyp3a11","68302178",
"Ubr7","69443469",
"Tmem181a","74509560",
"Mns1","68745522",
"Mrps15","68545366",
"Pstpip1","69817456",
"Acat1","68795396",
"Olfr653","74734794",
"Rbm12","68446099",
"Flnb","69672480",
"Rpl13a","71764512",
"Gm1698","74562570",
"Rmnd5a","75831719",
"Lman1","69015254",
"Ipo13","68632178",
"Zfp236","69290830",
"Trip13","71488870",
"Six3os1","70946503",
"Aplp1","69015613",
"Mapk10","70946134",
"C230057A21Rik","74509587",
"Zfp473","71377741",
"BC049762","69116409",
"Plcb2","73514821",
"Ddost","70920093",
"Tlr12","69981037",
"Zfp292","70724463",
"Ahcyl1","69838759",
"Ceacam18","69262285",
"Ankrd9","70445586",
"Olfr398","74724079",
"Fbxl5","423",
"Cyth3","74357632",
"E530001K10Rik","74000552",
"LOC433758","70786761",
"Mdp1","68924697",
"LOC433620","70785834",
"4930535E06Rik*","73927565",
"Trappc3","513234",
"Sv2a","69012765",
"B3gnt2","70474749",
"Prdx2","75233570",
"Defb41","71892388",
"Olfr807","74735033",
"Cdk5rap1","71608226",
"Zranb2","74277436",
"Oas3","73423875",
"Mcm3ap","666",
"Alox5ap","68744534",
"Rhod","68797930",
"Tbc1d25","69782527",
"Fdft1","71232692",
"F830215A15Rik*","73748761",
"Fbxo32","68637473",
"Atp2a3","71608195",
"Serinc5","77790714",
"Ccdc69","75988377",
"Mirg","71212422",
"Zdhhc25","69114950",
"Slc41a3","68301843",
"Harbi1","69608869",
"2310061C15Rik","68744916",
"Frrs1","2558",
"Gpc3","69173280",
"Clock","274",
"A730037L19Rik","71494726",
"Med10","70523705",
"4933433C11Rik","71808834",
"Glul","70919872",
"Gm53","70295530",
"Usp29","70194636",
"Gm15688","70786634",
"Gm12692","74736147",
"Pou6f1","69838014",
"4921517D21Rik","70205638",
"Trim69","69116498",
"Urb2","73513404",
"Ppp3cc","70784994",
"Csdc2","638710",
"Med14","74578377",
"Hoxa4","81600124",
"1810029B16Rik","68744898",
"Pla2g4d","71808717",
"G530102J04Rik*","73808153",
"Bmpr1a","68845568",
"Foxj1","81790662",
"Zscan10","70231797",
"Bglap-rs1","68631978",
"Cbfa2t3","69540417",
"Yrdc","70430870",
"Olfr1404","73653308",
"9030612E09Rik","71892364",
"Gramd3","70919967",
"Onecut1","176777",
"Zfp296","71489793",
"Atrip","70946198",
"Trim45","71656937",
"Cirbp","69548958",
"Tgfb1i1","77792907",
"Hectd2","2003",
"Hadhb","71381040",
"Apoa5","75826660",
"Rps14","69012777",
"Sox3","81655552",
"2810459M11Rik","69407307",
"1700013H16Rik","76081048",
"I920003L04Rik*","73731346",
"1700006E09Rik","71919242",
"Cd72","68191546",
"Opn1mw","79360270",
"Osbpl9","77800939",
"Kif26a","71529989",
"6330409N04Rik","70795310",
"Ccm2","71608344",
"Arl6ip4","69262235",
"Nup50","68844558",
"Ampd2","69134244",
"Dtx3l","70303695",
"Des","68666619",
"Tas2r140","70302401",
"Chst12","69079979",
"Ptpn4","71378378",
"Areg","104610",
"Gm4763","68546254",
"Fancm","73497507",
"Eif4g3","69671971",
"Tspan15","513489",
"Tmem147","68546386",
"Ankar","69288524",
"Zfp128","69290794",
"Phldb1","69169851",
"Pou2af1","68743739",
"Mrp63","69114581",
"Pros1","69817360",
"Ltc4s","68545015",
"Nusap1","70919501",
"Gad1","75492784",
"Fbxo6","638725",
"2310043J07Rik","72283761",
"Podnl1","68798424",
"Bcs1l","68637892",
"Gm9895","72081627",
"Ints10","70430720",
"A430108G06Rik","71152228",
"Rere","69289805",
"Pom121","68843811",
"Grik1","529",
"Pigx","71610788",
"Lrrc8b","70787095",
"Mrpl23","69549672",
"Fmo2","68444744",
"Fbln2","75694395",
"Spata20","69113787",
"Gpr12","71656914",
"Btbd2","69169469",
"Nkpd1","70300547",
"Unkl","69353209",
"Pip4k2c","68445907",
"Tmem27","69262330",
"Wtap","70565431",
"Prkag3","71210816",
"Ecsit","67767444",
"Olfr676","74734824",
"LOC436442","74736354",
"Deb1","68545450",
"Wisp2","68523207",
"Bsx","71281704",
"Degs1","73512562",
"Amn1","71789927",
"Slc26a9","70302123",
"Myo7a","69782019",
"Ehd2","71735070",
"Krt25","68637647",
"Cdk2","76081209",
"Klhl5","77800943",
"Klrd1","69735897",
"Whrn","75198238",
"LOC433761","70786767",
"2410022L05Rik","74357594",
"Nctc1","71809145",
"Atp1a1","100055054",
"LOC435959","71022627",
"Fank1","68745239",
"Sh2d4a","70302063",
"Gja3","77793177",
"LOC434360","71211320",
"Sars","69873403",
"Wfdc16","76081029",
"Gpr81","77464856",
"Lrrfip1","71920431",
"D19Bwg1357e","68667872",
"Zfp35","70598372",
"Lect2","68446075",
"Psmc5","67815945",
"Atxn7l1","71486982",
"Rbm39","71325420",
"Elovl5","71610865",
"Agbl3","75863318",
"LOC433311","70723080",
"Epha7","403",
"Tnnt3","68203456",
"Olfr282","73653362",
"Fbxo44","71281289",
"Cklf","71724478",
"BC068281","70946237",
"Slc5a6","73617510",
"Ammecr1l","68441538",
"Zscan4a","68667234",
"Smap2","69407122",
"Tex21","71280739",
"Bpnt1","73584789",
"Fam59b","69672952",
"Rhox1","74059302",
"Qrfp","71210780",
"Aamp","67792196",
"Krt77","71213812",
"Shcbp1","69873738",
"Fam125b","71493057",
"LOC433898","70787077",
"BC002163","68076547",
"Oc90","68797870",
"S1pr3","69237203",
"Morn4","68844062",
"7420498E04Rik*","73927706",
"Ptpru","859",
"4930474M22Rik","71891790",
"Tcp11l1","71496031",
"E2f5","71161012",
"Prph","68924703",
"Adarb1","70793995",
"Sod2","634450",
"Ager","75988242",
"2310001A20Rik","69837580",
"Ptp4a2","70813353",
"Tex11","69980286",
"C030002c11rik","80342165",
"Olfr214","74720910",
"Lrrc41","68441550",
"Frg1","631718",
"Tmc6","77791984",
"Kctd21","74000660",
"Gria4","68844654",
"A230085B16Rik","74821557",
"Lpin2","378554",
"Tiam1","1060",
"Slc26a3","74822832",
"Slc46a3","386255",
"Gm5785","75043617",
"BC031353","68196919",
"Gm1567","70298393",
"Cpsf2","71610841",
"2610030H06Rik","70786700",
"Hecw2","70300529",
"Slc15a1","81600570",
"Mier2","393264",
"Gcet2","69672814",
"Selplg","70565222",
"Ube2d2","73573295",
"9330112K21Rik*","73906179",
"Osmr","69782587",
"Cyp4f18","70445682",
"Kcnc1","74510164",
"Cry2","303",
"Fam117b","69526570",
"Acsl1","421",
"Dusp23","74427086",
"8430408J09Rik","71209835",
"Nbl1","69782061",
"Ctnnd1","68843757",
"Gm11733","71213837",
"Poteg","74579981",
"Cenpc1","69548801",
"LOC330599","70595877",
"Lasp1","81599648",
"Sox2","79677365",
"Lrrc8d","385997",
"Mm.123843","71148010",
"Ccdc71","67765707",
"Erich1","74430984",
"Gpbp1","532735",
"Tmem30c","72076677",
"Grik4","71307388",
"Calr3","69540296",
"Sprr2j-ps","70785116",
"Reln","79394359",
"Zc3h12d","75931576",
"A730055L17Rik","69448990",
"Slc7a1","69874036",
"Eya1","71808484",
"Calb1","75492683",
"Rhof","72000164",
"Ccdc162","74580787",
"Ndnl2","71764162",
"Hspa2","532642",
"Fgf12","426",
"Rbp1","68076899",
"Olfr1402","73653302",
"B230369O20Rik*","73906349",
"LOC270764","70595787",
"Tfdp2","70228400",
"Dclk1","69169654",
"LOC544874","74736396",
"Casd1","77620473",
"Retn","68743972",
"Tmem91","68844403",
"B230209E15Rik","71495873",
"Glipr2","71529839",
"Kcne3","2338",
"Psd2","73712870",
"Man2b2","77620239",
"Mtvr2","1899",
"Dynlrb1","68203506",
"Prdm14","72472395",
"Rgs10","71377743",
"Iqcj","71580186",
"A930003A15Rik","74300783",
"Otud6b","68196970",
"LOC432413","70608460",
"Efna4","77925721",
"Plscr1","632487",
"Poldip2","386018",
"Cdk4","79677345",
"Htr2c","71393424",
"Gpr124","69257421",
"Tll2","69981025",
"LOC433191","70722990",
"Paip2","323175",
"Hdlbp","77932809",
"Eps8l3","405",
"Clec4a2","80341097",
"Nr4a3","71210496",
"Ebf4","69288914",
"Dcbld2","69626636",
"Znrf4","72004494",
"St8sia4","69873773",
"Slc38a9","74076150",
"Sulf2","68193070",
"Synpo2","74357737",
"2610001J05Rik","69202782",
"Bckdhb","68744176",
"Neo1","68843817",
"A630082N15Rik","71494702",
"Vmn2r107","70302986",
"Necab2","69671905",
"Stambp","413793",
"Gigyf2","73906233",
"Mettl9","69838751",
"Kdm6b","70278111",
"Cryl1","77620762",
"LOC433479","71832812",
"Olfr31","74720979",
"Pld3","810",
"Hmbs","75990578",
"Skint11","71808502",
"Cyp1a1","75988367",
"Ghrl","77465010",
"Hdac10","74431834",
"Sypl2","68523354",
"Ogg1","69782563",
"Dpp8","73512513",
"Tppp3","68341262",
"9330158H04Rik","69446655",
"Eif2b4","68637730",
"Pcdhb3","69782838",
"Tiprl","70445431",
"Gad1","480",
"Fcho2","68667593",
"Spon2","68410225",
"Dr1","81600582",
"1700013G24Rik","70201259",
"C230078M08Rik","71496233",
"9030425E11Rik","70445538",
"Pate2","72471803",
"Btbd10","70524295",
"Camk1g","643550",
"Arv1","71919158",
"Adad1","69980250",
"Olfr1396","74720811",
"Zkscan17","72182991",
"Ppig","71920500",
"Polr2k","75198106",
"Tgm6","74431459",
"C2","68301772",
"Cox11","70528551",
"A630012P03Rik","70228525",
"Grk6","69734566",
"Srsf13a","69059861",
"Slit2","79913554",
"Tmem29","70596194",
"Prkg1","69817336",
"Plek2","68632136",
"LOC432973","74514180",
"Sdpr","68441544",
"Casp8","68193061",
"Kcnd3","74431640",
"Clpp","513235",
"Timm44","71489781",
"7530420F21Rik","69445433",
"Uqcrfs1","70565401",
"Pnpla2","68743841",
"Dmrtc1a","70610381",
"Dhx36","69626867",
"Lhfpl1","68797619",
"Tollip","68798244",
"LOC546096","75043683",
"Secisbp2l","70203615",
"Med12l","73808618",
"Lcn6","74431447",
"Cdkn2aip","70303887",
"Gad1","75457538",
"4930563M21Rik","71891970",
"Fbp2","68301347",
"1700019D03Rik","70474845",
"Tbc1d13","68498980",
"Fam190a","75991147",
"Yy1","75831764",
"Ttc30a1","75197684",
"Rdh7","68638059",
"Gm10440","70305664",
"Btbd19","72283516",
"Tfdp1","69290668",
"Lyg2","74562260",
"Dscam","77464962",
"LOC384865","71456086",
"Gfra2","69672868",
"Smad3","70593360",
"A430105I19Rik","70228442",
"Ulbp1","70228454",
"Ryr3","77904836",
"Itsn2","69873714",
"Ccdc64","71492958",
"Ulk1","68845335",
"Adrb2","68744522",
"Surf6","678719",
"Plunc","77790720",
"Zfp362","152",
"Mtmr7","68192997",
"Nkiras2","2430",
"Calb1","70919860",
"Ubac1","69080513",
"Ltbp2","69736304",
"Atp5j2","75198094",
"2010011I20Rik","641524",
"Traf3ip2","75931448",
"Negr1","694",
"Procr","68523366",
"Lsm3","69838556",
"Npy6r","69258208",
"Olfr1263","74720669",
"Ptpn7","71021051",
"U2af1","70194019",
"Baat","68301288",
"Tmem131","69608851",
"Topors","69549623",
"Prlr","1269",
"Pgcp","378547",
"Mllt6","69816631",
"S100b","79762548",
"Bivm","75988302",
"Lad1","68342396",
"Cdc42ep5","68300872",
"4933436C20Rik","71892221",
"Vapa","75695663",
"Zfp516","77620451",
"Upk1a","70302914",
"Isyna1","69095957",
"6430527G18Rik","69444927",
"Pop1","67881768",
"Nlrp9a","70784690",
"Tssk3","74427048",
"Slc16a3","69838404",
"Smarca5","68799155",
"Klhl14","69444801",
"BC057079","71211001",
"Gale","68545342",
"LOC66376","248541",
"Zc3h10","67815959",
"Oxr1","69134487",
"Fbxo2","2211",
"4933413J09Rik","70218751",
"Nudt22","671237",
"Smyd5","68196947",
"Mm.145224","71148166",
"Gal3st2","77800905",
"Pou3f4","70795937",
"Spert","71210556",
"Ap2a1","69015655",
"Pbld","71627844",
"D830028D21Rik*","73834457",
"2610524H06Rik","69202950",
"Cnih","279",
"Fam115a","68633107",
"Fgd6","67792194",
"Tmtc2","69446298",
"Denr","68845705",
"Csnk1e","68563006",
"1700009P17Rik","69174064",
"Anln","34",
"Flt3l","80342187",
"Atg3","70445592",
"Hnrnpf","68499503",
"Kif26b","70303869",
"Usp28","70194630",
"Baiap3","74735337",
"Usp31","69444897",
"Kdm1b","68161482",
"Hint2","76003661",
"Mrpl20","68341603",
"Olfr829","74734956",
"Inppl1","75694364",
"Tigd3","68844749",
"Gfer","71587721",
"Tchhl1","71489787",
"BC030863","71574522",
"Tarbp2","77932805",
"LOC432906","70611377",
"Reln","892",
"Dgat1","69095971",
"Nfrkb","75831740",
"Rplp0","68795446",
"Akt1","75988255",
"Pcdhb6","71764922",
"9230106D20Rik","71809013",
"Cggbp1","68919958",
"Id2","413825",
"Vkorc1","68633152",
"Scel","69873433",
"Sdr16c6","72182951",
"Fam160b1","69169959",
"Srp9","68861736",
"Serinc1","77620375",
"Csnk1g3","71723900",
"Mm.25549","71735068",
"Cgnl1","68443501",
"D16H22S680E","293894",
"Hspb11","70609244",
"A2ld1","79539638",
"Rgs4","2532",
"Ryk","70794019",
"Syde1","72081750",
"Ckap2","73497513",
"Pcdhgb6","70784934",
"Wdr12","532601",
"0610005G16Rik*","74357755",
"Man1a","75496132",
"Aagab","69169612",
"Zfp641","71380363",
"Capn1","70528444",
"Gpsm2","71610884",
"Alox12e","68076979",
"Hsf1","68196972",
"Gtpbp1","70919221",
"Sema4a","943",
"Mospd2","70539191",
"AF529169","76003389",
"Hao2","556991",
"Gas1","2252",
"Slc38a1","1845",
"Ints1","68743990",
"Pafah1b2","68076554",
"Ctf1","1696",
"Gper","80342021",
"BC067068","70231791",
"Mm.12964","71148064",
"AA474331","71213767",
"Cenpp","71919565",
"Gnai1","69734476",
"LOC432614","70611120",
"Kif4","74514141",
"G630008E18","70565575",
"Akt1s1","71380556",
"Angpt4","72471743",
"Slc27a6","69873863",
"Rpa2","70812768",
"C530028O21Rik","69531043",
"1700029J11Rik","70201391",
"Sstr5","69288345",
"Hist3h2ba","68798669",
"Sat1","69873409",
"Slc9a8","1853",
"4932438H23Rik","1322",
"Pcsk1n","79360249",
"2010109A12Rik","69854021",
"Parp2","69835612",
"Pou5f2","81659583",
"Ccdc46","73716495",
"5330438I03Rik","71493735",
"Rrm1","76098380",
"Stk38l","68798400",
"Ncapg2","79536618",
"Catsper4","69236981",
"1110014N23Rik","71147765",
"Ccnc","75988358",
"D630039A03Rik","67881749",
"Cyp4f41-ps","70227860",
"Ccdc75","71281752",
"F8a","74513953",
"Atn1","68911027",
"Smek1","69134298",
"Hrasls","69114890",
"Pttg1","71608284",
"Nt5c3l","70445640",
"Kcnq1","69014506",
"Ugt3a2","71654144",
"D8Ertd738e","68632631",
"Phlpp1","70546366",
"Cd163","76003514",
"Npas4","71281129",
"Recql4","69818072",
"Rrbp1","73808391",
"Tnmd","70445275",
"Tmed5","587410",
"Wars","70919722",
"Xaf1","70595841",
"Gm10549","74579443",
"Gm5553","74736255",
"Spn","72002080",
"Egfl6","70239093",
"Rbm25","68341250",
"Tgoln1","69549673",
"Jtb","69134661",
"Src","385779",
"Ropn1l","69174481",
"Zcchc7","71158306",
"Snx3","69885624",
"Lim2","71832976",
"LOC433963","70787176",
"Wdr74","68341943",
"9130409J20Rik","71892358",
"F530213H18Rik*","73767400",
"2310016E02Rik","631702",
"Eml3","68499195",
"4933402J10Rik","74580733",
"Dlgap3","70528605",
"Cno","70528527",
"Srsf9","72001867",
"Rasef","71735823",
"Rnf13","69028348",
"Olfr1509","74720880",
"Myl9","69838564",
"Gpld1","70429262",
"C130040D06Rik","69530804",
"Sirt3","68117984",
"Ifi30","69014398",
"Calb2","75492428",
"Lats1","73514725",
"MGC7717","79538290",
"Mm.246905","71456143",
"Calb1","75496143",
"Olfr1145","73635538",
"Rbmy1a1","74749179",
"Htr3b","68745408",
"4930552P12Rik","70218354",
"F730209L11Rik*","73767172",
"Hax1","2304",
"Pebp1","69782766",
"Itpr2","69257987",
"Txn2","70192153",
"Rtp2","71656715",
"Ctrl","75934519",
"Spry2","69885720",
"Klri2","72471707",
"Nov","75457465",
"Vmn1r82","69442260",
"Rabgef1","67765714",
"N28178","71234529",
"Fam193b","68161454",
"Ptcd1","69817457",
"3110026E04Rik*","74359598",
"Slc25a32","67815538",
"Aatf","75774654",
"9130221H12Rik","67815934",
"Ttc9b","69407379",
"Tekt2","79544786",
"Gm4952","71152300",
"1700054A03Rik","71920129",
"Lrp5","79632251",
"Dopey2","32",
"Fam13c","71152455",
"Clcn7","71307256",
"LOC432913","69114091",
"Syt5","1031",
"Arhgap23","74431685",
"Lrrc50","69116472",
"Ran","2518",
"Pld5","69527854",
"Nod2","70946239",
"Asb5","69288644",
"Agap1","69548840",
"Gon4l","392939",
"Cfi","69548858",
"1700008P20Rik","76081047",
"Pkib","69783238",
"Paqr8","69236712",
"C230036H16Rik","70793899",
"Cdca7","24",
"Zfp511","71211758",
"Tubb3","68196914",
"1200011M11Rik","70474821",
"Itgb3","69735628",
"Nupl2","68633416",
"Smek2","386256",
"Klf9","70593169",
"Cela2a","68499326",
"Cops3","69568932",
"Polr3b","69816691",
"Clip4","67815542",
"Ubl4","70813365",
"mCG140870","76003319",
"Mpg","67765728",
"Plod1","77792637",
"Fabp2","70525819",
"Nfx1","68667443",
"Lhfpl2","75695670",
"Adam15","392924",
"4930471M23Rik","638707",
"Trim34","70302824",
"Sdhaf2","71160322",
"Grifin","70276963",
"Psmd9","69262237",
"Dpcd","68545527",
"BC066135","77620243",
"Exosc8","69672180",
"Tecrl","69885738",
"Tifab","68410590",
"Tmem231","70717360",
"Gm1195","70300043",
"Syngr3","1861",
"Sall1","69290429",
"Gfap","79913385",
"Eif1a","69059848",
"Usp36","70194648",
"Uchl1","79632309",
"Vps37b","68637682",
"Hexb","70277937",
"Morc2b","70218540",
"Mm.40896","71210259",
"Jsrp1","69202316",
"Ncoa6","70539109",
"Fbrsl1","71210406",
"Kng1","68637653",
"Crhr2","79677381",
"Lrrc3b","643549",
"Tjp3","69095972",
"Barhl1","68861948",
"Tmem45b","68499296",
"Tbpl1","68744606",
"Papss2","71210364",
"Gaa","294019",
"A330070K13Rik","69448215",
"Pgap1","73949545",
"Rhbdf1","2534",
"4930526I15Rik","71213099",
"Camkv","634465",
"Psph","68269067",
"Tmx4","69608899",
"D030034H08","71213794",
"4930584F24Rik","71891982",
"Zan","72004460",
"Ube2v1","67979036",
"Degs2","68666643",
"Ccnb3","76081076",
"Agtrap","69028581",
"Pxk","71487172",
"Taar6","70724989",
"Cyp21a1","75931487",
"Hmmr","79632217",
"Srrt","69169660",
"Cphx","70919800",
"Nbn","69262299",
"Rpl10","68666661",
"Pou3f2","81655548",
"Plp1","75492715",
"Osbp2","68797487",
"Clec2f-ps","74735289",
"Rnf216","71280988",
"Spna2","69885690",
"Tph1","72004442",
"Klc1","68844845",
"Ipo11","68196916",
"Slc29a3","76081033",
"Zfp39","69352700",
"Oca2","71381097",
"AI646023","69526390",
"A130017F12Rik*","73949520",
"4933411O13Rik","74265231",
"Dcaf12l1","70195006",
"Ttll10","72472452",
"Irf9","2330",
"Ceacam1","79544802",
"D6Wsu116e","68918733",
"Cngb1","69568782",
"Tmem41a","671238",
"Fam78a","70228370",
"Tpcn2","69169839",
"Il6ra","71232841",
"LOC433965","74635186",
"LOC433610","70785816",
"Gatad2b","71021020",
"Miip","69080506",
"Abpz","70724601",
"Ccdc117","68498277",
"Tcp10b","69116451",
"Emid1","69672007",
"Thg1l","69443463",
"Zic2","71488925",
"Pak2","71281343",
"Ext2","392918",
"Gm177","70295954",
"Zkscan16","70566047",
"Dhrs7c","68546236",
"A830073O21Rik","77800947",
"Fam135b","70305341",
"Ppdpf","68919880",
"2310002L13Rik","72283743",
"Tmem69","70228561",
"Pdcd2","69782909",
"Cnga2","68745245",
"C230090A06Rik*","73811687",
"Trim27","67979051",
"Fcrl5","75197498",
"Tmem185b","68633074",
"Umod","513233",
"App","105",
"Gm1131","74509590",
"F830218M08Rik*","73731460",
"Mga","69816625",
"Cep63","73906197",
"Neurl4","69352756",
"Rpl41","70812660",
"4921513D11Rik","74076138",
"Ubl5","68744600",
"Olfr1352","73635598",
"Defa-rs1","71991708",
"Gins3","69549605",
"Elp2","393196",
"5830454E08Rik","69444278",
"Nrn1l","71764407",
"Ubfd1","70431265",
"Foxi1","2233",
"Trmt5","68546422",
"Ndst3","69782127",
"Cyp2j11-ps","71764787",
"Wbp7","70203513",
"Cabc1","67881751",
"4931403F16Rik","69236730",
"Dnase1l3","68301246",
"4921511H03Rik","69114229",
"Gprc5b","68633038",
"Vtcn1","68545644",
"Gpr114","74562266",
"Ndst1","71234609",
"2610002J02Rik","69202794",
"Polr2d","413780",
"Tubgcp5","68442865",
"Acot7","146",
"Krtap2-4","74580817",
"Sntg1","72002025",
"Zcwpw2","71891671",
"Rnmtl1","75985973",
"Dedd2","68162246",
"Ntng1","70300595",
"Brp44l","2068",
"LOC432983","71281931",
"4930539J05Rik","71380532",
"Gpr146","77454576",
"Rpl26","69816792",
"Ephb6","81790700",
"Slc9a6","69874078",
"Mylk3","69626540",
"P2rx4","69860987",
"E330023G01","70565524",
"Barx1","71283687",
"Dnajc16","873",
"Trim62","69444825",
"Dis3l2","176778",
"Pcx","69014512",
"Pank4","69549312",
"Lmf2","69524554",
"Rras2","70565189",
"Acss2","69013516",
"Lrrfip2","68666732",
"Tmbim4","69549176",
"Inhba","69013522",
"Dr1","393249",
"Gm953","2420",
"Hecw1","69782168",
"C630028M04Rik","74277640",
"Dkk4","1481",
"Slc16a5","73424220",
"Ccl17","75990673",
"Phyh","532592",
"BC011248","68302035",
"Dcaf17","68631887",
"Tagln2","68269294",
"LOC386484","70795712",
"Bcl2l12","68545995",
"Apoc3","68341985",
"Fam133b","68157396",
"LOC433775","70786800",
"Pex6","72725",
"Aktip","1356",
"Irf2","68203461",
"Foxs1","69288980",
"Actl7b","69514690",
"Npy2r","69258196",
"Cnih3","40",
"A830019P07Rik","69449032",
"D19Ertd652e","74426862",
"Osbpl8","71210577",
"Tbc1d8b","70227980",
"Mm.375223","71210148",
"Rb1","69816763",
"Mfsd2b","74514025",
"Cyp2c55","71627811",
"Pcyt1a","73731331",
"Map3k5","69752017",
"Zfp560","71213749",
"Gm4776","70303911",
"Bdh1","68861717",
"Rbm34","69626564",
"Ccdc77","68637485",
"Jup","68845813",
"Dnajc9","69095973",
"Cpne4","74579932",
"Cltc","69549024",
"Trpv4","69863295",
"Poli","69817157",
"Tmem39a","75750276",
"Xcl1","68744116",
"Krt23","68341955",
"Bex4","69201534",
"D030063F01Rik","70238064",
"Serpina12","75831716",
"Gabarapl2","68637778",
"Pard6b","76135515",
"1300002K09Rik","74581140",
"Kcnh7","69258023",
"Sp100","74431840",
"Gramd1c","70528023",
"Slc34a1","1843",
"Gata6","69289033",
"Mm.329473","71160265",
"Trappc10","1064",
"Rbpms2","68342081",
"Myo18a","69782001",
"Lgals3bp","69736088",
"Unc13c","2708",
